420443	Roller Jam	40.5208420667	-74.2374685833
7352439	The Barge	40.521813	-74.238315
2121338	Munk-ee Bar	40.479415	-74.287724
831885	Perth Amboy Hospital	40.5184089833	-74.28002475
2280914	South Amboy Hole In The Wall	40.485739113	-74.291939876
801687	Killmeyer's Old Bavaria Inn	40.52517092	-74.26214635
1581029	Sacred Heart Church	40.47933614	-74.28950601
2668803	Zack's Broadway Diner	40.489946	-74.295365
6976099	Provident Bank	40.479824917	-74.290327667
824765	7-11	40.5179402667	-74.2839028167
7345111	Ancient Order of Hibernians	40.489607	-74.295607
2238968	Openeye	40.486131833	-74.29447435
841383	Page Diner	40.5225133833	-74.2350053667
1463724	Taco Bell	40.516212583	-74.28647545
53394	Outerbridge Crossing	40.5250930333	-74.2419150333
1592773	ShopRite	40.51649845	-74.286355883
1440406	Anthony's Bar & Grill	40.487371252	-74.295321698
1592876	US-1 Discount Liquor	40.51596525	-74.287335817
7554277	Red Light Lounge	40.473536253	-74.2852753401
1695272	Grandma & Papa's	40.483331	-74.29391
6079365	The Fishery	40.4651111048	-74.2666232586
1134967	Foodtown	40.4742723667	-74.28660315
1031069	Walgreens	40.5208305833	-74.2816386833
6719458	Cafe Luna	40.5239089	-74.2345687
165245	Celerant 	40.52002286	-74.28418338
692647	Andrew Tanchyk DDS	40.4740557333	-74.2877333
7293154	Bayshore Dental Excellence 	40.464896244	-74.27048787
1025198	Sunoco Gas Station	40.4869830754	-74.2974203825
162669	Black Bettys	40.4883578	-74.2979316
7517402	Dave's Hot Dogs	40.4655593634	-74.2742139101
1230161	Seabra's Armory	40.462407	-74.256756
4711076	Hess	40.48713255	-74.298065267
6918896	Ladies Night At The Grammys	40.476731817	-74.291972083
1587745	K & L Gas Co.	40.462394	-74.26084
1050797	Pub 35	40.4642450667	-74.2712688333
6958082	Costa Verde	40.4847908	-74.29746865
6782365	McDonald's	40.520720018	-74.285689151
7458146	Papa John's	40.46873962	-74.28323833
6838544	Terri And Jimmy's House	40.476546	-74.2933233
1419963	Campo Home	40.476514283	-74.29341305
306008	Deko Lounge	40.4659844879	-74.2789185047
7056835	Sciortino's At Harbor Heights	40.491971	-74.300878
2218723	Sixth Street Park	40.490681	-74.300664
6879736	South Amboy Elks	40.4775612	-74.295123155
1663722	Monaghan House	40.464966	-74.277929
4654209	Hing Lung	40.478239483	-74.29602825
1456200	Subway	40.478105417	-74.296233817
7163520	Retro Fitness	40.527301105	-74.234177595
763690	Alfred E Driscoll Bridge	40.50424805	-74.3011611167
7409515	Classique	40.47779482	-74.296585633
1389249	The Garden State Parkway	40.504271975	-74.301638405
1435753	V & P Nail Salon	40.477881187	-74.296852587
5311879	Sue's Theraapeutic Massage	40.48055	-74.29888
1074333	Panera Bread	40.5260634	-74.2296697
1440049	The Dental Experience by William G. Corbett D.M.D.	40.527585633	-74.232877633
4010015	Four Vines Wines & Spirits	40.527289321	-74.23187354
1443622	Cheeburger Cheeburger	40.527235595	-74.231711295
1433935	Dunkin' Donuts	40.527392228	-74.231880482
6926216	Payless Shoesource	40.527499337	-74.23212882
4007777	Sally Beauty Supply	40.527158943	-74.231213028
7049157	Verizon Wireless	40.527640516	-74.231789326
7496297	Knights of Columbus	40.4682005	-74.2878446
930488	Sayreville Park & Ride	40.4776801975	-74.2981553078
7581451	Z Two	40.527442302	-74.230434534
690040	Club Abyss	40.46376663	-74.28090786
7283185	Faith Fellowship Ministries	40.494252698	-74.304672846
1100848	Talking Heads	40.47588229	-74.29738086
1286830	Nunzio's	40.47588229	-74.29738086
7203729	Payless Car Sales	40.473139	-74.294942
7061036	Starbucks	40.52908816	-74.231888497
6545019	Car Wash	40.4799914	-74.301150705
371624	Target	40.5283290659	-74.2300850196
7339900	Old Bridge Waterfront Park	40.45815983	-74.24569368
7494727	Rite Aid Pharmacy	40.4754309	-74.2989847
270505	Cheesequake Service Area	40.4663429	-74.2889521333
4498853	Cheesequake Rest Area	40.469039017	-74.2927384
807713	Christmas Tree Shop	40.528980017	-74.2294500758
2799946	Starbucks	40.466334819	-74.289045511
2217421	South Pine Park	40.462025	-74.281236
6582006	Tex Mex Grill & Deli	40.461924	-74.281166
627861	spin central laundromat	40.517581	-74.298007
2800266	Lukoil	40.464760193	-74.286959122
817849	Walmart	40.52909564	-74.28223133
2040754	Wendy's	40.52137285	-74.21688133
822615	Transportation Center	40.48030662	-74.30314487
3612446	Kreischer Mansion	40.532558	-74.237806
6458965	Garden State Parkway Exit 123 US Route 9	40.4723969833	-74.29748655
5713542	QuickChek	40.5307302	-74.279722367
1017415	Middlesex County Fire Academy	40.4880780667	-74.3066958333
1471367	Dunkin' Donuts	40.456724273	-74.246117685
807584	The Home Depot	40.5286150433	-74.2266069206
6988821	GET FRESH 	40.5236238241	-74.2926675081
740261	The GoGo Rama	40.45647489	-74.2470537312
6578293	Dollar Tree	40.521653945	-74.21598565
2560767	Big Wally's Sub Shop	40.475086	-74.300491
6825639	Wendy's	40.53109018	-74.2798618
2584098	Sunoco	40.46982896	-74.29565984
584537	Applebee's	40.5294128739	-74.227479237
3760902	Waldbaum's	40.521784675	-74.215800728
3733365	Joey's Diamond Cuts	40.522925976	-74.216525347
6532731	Samantha Lawrence's Red Door Salon	40.52312415	-74.216456133
718231	Bed Bath & Beyond	40.5306811833	-74.22853455
3734169	Hot Shotz Sports Bar	40.523217157	-74.216306195
7339525	Oasis Auto Body	40.469685447	-74.296964233
1593016	Burger King	40.464802	-74.291093
1592986	Bank of America ATM	40.464802	-74.291093
1266312	PathMark	40.523237333	-74.29632685
626799	Burger King	40.5238231167	-74.2964477333
799992	Converted Organics	40.51057975	-74.3075665
300268	Peterpank	40.46752041	-74.29901051
1490237	Posh Car Wash	40.46502858	-74.29615283
1131870	Rita's Italian Ice	40.4701879956	-74.3027150631
799468	Bayshore Recycling	40.5134422667	-74.3095417167
7064338	Al Cibelli's 	40.53679	-74.278977
421249	Solutions Chiropractic	40.4641616167	-74.29763695
6452212	Pronto Pizza	40.463165	-74.29635
6016851	Carmen's	40.5253998847	-74.1664199531
616347	Mike's Place	40.5291377699	-74.1624545991
7147828	Saint Joseph By The Sea High School	40.525837205	-74.178850651
1458558	Keansburgh Amusement Park	40.454760783	-74.1387248
7575319	Wolfes Pond Park	40.51812816	-74.18854203
